,ticker,period,Aktywa ogółem,I. Aktywa trwałe,1. Wartości niematerialne i prawne,2. Rzeczowe składniki majątku trwałego,3. Należności długoterminowe,4. Inwestycje długoterminowe,5. Pozostałe aktywa trwałe,II. Aktywa obrotowe,1. Zapasy,2. Należności krótkoterminowe,3. Inwestycje krótkoterminowe,W tym: środki pieniężne i inne aktywa pieniężne,4. Pozostałe aktywa obrotowe,5. Aktywa trwałe przeznaczone do sprzedaży,Pasywa ogółem,I. Kapitał własny,1. Kapitał (fundusz) podstawowy,2. Udziały (akcje) własne (wielkość ujemna),3. Kapitał (fundusz) zapasowy,4. Zysk (strata) z lat ubiegłych,5. Zysk (strata) netto,6. Udziały niekontrolujące,II. Zobowiązania ogółem,1. Zobowiązania długoterminowe,Z tytułu dostaw i usług,Kredyty i pożyczki,Z tytułu emisji dłużnych papierów wartościowych,Zobowiązania z tytułu leasingu finansowego,Inne zobowiązania długoterminowe,2. Zobowiązania krótkoterminowe,Inne zobowiązania krótkoterminowe,III. Rozliczenia międzyokresowe,A. Przepływy pieniężne z działalności operacyjnej,Amortyzacja,Zmiana stanu należności,Zmiana stanu zapasów,Zmiana stanu zobowiązań,Zmiana rezerw i pozostałe,Kapitał obrotowy,B. Przepływy pieniężne z działalności inwestycyjnej,CAPEX (niematerialne i rzeczowe),C. Przepływy pieniężne z działalności finansowej,Emisja akcji,Odsetki pozyskane,Odsetki zapłacone,Dywidenda,Przepływy pieniężne razem (A+B+C),Środki pieniężne na koniec okresu,I. Przychody ze sprzedaży,Techniczny koszt wytworzenia produkcji sprzedanej,Koszty sprzedaży,Koszty ogólnego zarządu,II. Zysk (strata) ze sprzedaży,Pozostałe przychody operacyjne,Pozostałe koszty operacyjne,III. EBIT,Przychody finansowe,Koszty finansowe,Pozostałe przychody (koszty),IV. Zysk (strata) z działalności gospodarczej,Wynik zdarzeń nadzwyczajnych,Zysk przed opodatkowaniem,Zysk (strata) netto z działalności zaniechanej,V. Zysk netto,W tym: zysk netto akcjonariuszy jednostki dominującej,Zysk netto na akcję
0,06N,Y 12.19,29489.0,25830.0,2892.0,3871.0,104.0,15876.0,2547.0,3659.0,6.0,1460.0,1303.0,755.0,135.0,0.0,29489.0,20827.0,13922.0,-468.0,51478.0,-44105.0,0.0,1132.0,7530.0,2325.0,2000.0,295.0,0.0,0.0,30.0,5205.0,1384.0,171.0,-1148.0,602.0,0.0,0.0,0.0,0.0,0.0,-476.0,802.0,1964.0,0.0,0.0,0.0,0.0,340.0,755.0,5145.0,3300.0,533.0,3276.0,-1964.0,3292.0,130.0,1198.0,2225.0,1253.0,26.0,2196.0,0.0,2196.0,0.0,1999.0,1605.0,0.12
1,08N,Y 12.19,77738.0,41960.0,0.0,22751.0,819.0,15606.0,281.0,35778.0,0.0,1188.0,21146.0,13444.0,0.0,0.0,77738.0,62144.0,4279.0,-905.0,22359.0,36411.0,0.0,1057.0,14537.0,4416.0,0.0,0.0,0.0,2498.0,1918.0,10121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4676.0,0.0,209.0,0.0,0.0,0.0,0.0,-4467.0,13444.0,-2978.0,0.0,0.0,0.0,-6543.0,2458.0,31.0,-4116.0,0.0,-982.0,0.0,-3134.0,0.0,-3134.0,0.0,-2641.0,-2622.0,-0.0613
2,11B,Y 12.19,155668.0,49815.0,24871.0,24044.0,0.0,0.0,557.0,105853.0,12.0,23192.0,67329.0,14883.0,438.0,0.0,155668.0,119740.0,229.0,0.0,98009.0,21502.0,0.0,0.0,35928.0,11262.0,0.0,10430.0,0.0,335.0,498.0,24666.0,0.0,11920.0,41643.0,6424.0,0.0,0.0,0.0,0.0,0.0,-49342.0,14437.0,-1669.0,0.0,0.0,0.0,0.0,-9368.0,14883.0,71221.0,0.0,0.0,0.0,25425.0,362.0,1915.0,23871.0,1363.0,205.0,0.0,25030.0,0.0,25030.0,0.0,21710.0,21710.0,9.49
3,1AT,Y 12.19,2409435.0,153260.0,63310.0,78116.0,595.0,0.0,11239.0,2256175.0,2080314.0,24978.0,0.0,150883.0,0.0,0.0,2409435.0,788828.0,193573.0,0.0,461328.0,133927.0,0.0,0.0,1620607.0,914441.0,14821.0,737447.0,0.0,0.0,162173.0,706166.0,381711.0,4202.0,-144329.0,2431.0,0.0,0.0,0.0,0.0,0.0,10759.0,801.0,92558.0,0.0,0.0,0.0,0.0,-41012.0,150883.0,720167.0,549448.0,14276.0,18811.0,137632.0,11033.0,2805.0,145860.0,5673.0,8986.0,0.0,142547.0,0.0,142547.0,0.0,115653.0,113583.0,2.93
4,3RG,Y 12.19,9059.0,2036.0,1101.0,935.0,0.0,0.0,0.0,7023.0,3452.0,2507.0,0.0,817.0,247.0,0.0,9059.0,-4636.0,3200.0,0.0,38061.0,-45897.0,0.0,-96.0,13791.0,359.0,0.0,0.0,0.0,359.0,0.0,13432.0,659.0,0.0,-8808.0,598.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,9590.0,0.0,0.0,0.0,0.0,796.0,817.0,8947.0,0.0,0.0,0.0,-4546.0,197.0,1546.0,-5895.0,188.0,521.0,0.0,-6228.0,0.0,-6228.0,0.0,-6228.0,-6331.0,-0.1978
5,4FM,Y 12.19,73845.0,58635.0,19942.0,21254.0,966.0,8.0,2691.0,15210.0,656.0,11568.0,0.0,2303.0,683.0,0.0,73845.0,27673.0,4239.0,-1159.0,23400.0,1194.0,0.0,-883.0,47054.0,19674.0,0.0,430.0,0.0,18241.0,1003.0,27380.0,7886.0,0.0,7959.0,5535.0,0.0,0.0,0.0,0.0,0.0,-10471.0,10819.0,-2571.0,0.0,0.0,0.0,671.0,-5084.0,2303.0,58840.0,44713.0,6485.0,9902.0,-2260.0,679.0,940.0,-2521.0,-1086.0,0.0,-12357.0,-15965.0,0.0,-15965.0,0.0,-15282.0,-13109.0,-3.1823
6,AAT,Y 12.19,176949.0,175866.0,0.0,107.0,0.0,175419.0,138.0,1083.0,0.0,560.0,173.0,335.0,15.0,0.0,176949.0,172093.0,15212.0,0.0,172935.0,-16054.0,0.0,0.0,4856.0,210.0,0.0,0.0,0.0,0.0,210.0,4646.0,304.0,0.0,-1441.0,168.0,0.0,0.0,0.0,0.0,0.0,1727.0,14.0,-142.0,0.0,0.0,0.0,0.0,144.0,335.0,929.0,0.0,0.0,0.0,-1647.0,3589.0,2460.0,-518.0,829.0,162.0,0.0,149.0,0.0,149.0,0.0,149.0,149.0,0.0098
7,ABS,Y 12.19,422641.0,343548.0,276091.0,12172.0,0.0,0.0,3972.0,79093.0,726.0,45941.0,0.0,15950.0,16476.0,0.0,422641.0,316105.0,167091.0,0.0,62543.0,86471.0,0.0,0.0,106536.0,49362.0,0.0,0.0,0.0,46863.0,2499.0,57174.0,16155.0,26513.0,105441.0,24507.0,0.0,0.0,0.0,0.0,0.0,-29504.0,4607.0,-72787.0,0.0,0.0,0.0,50127.0,3150.0,15950.0,273860.0,153518.0,12951.0,20439.0,86952.0,941.0,217.0,87676.0,896.0,1849.0,0.0,86723.0,0.0,86723.0,0.0,73439.0,73439.0,2.2
8,ACG,Y 12.19,174768.0,101585.0,5769.0,92037.0,0.0,1450.0,2329.0,73183.0,50778.0,15777.0,0.0,2354.0,4274.0,0.0,174768.0,114691.0,0.0,2470.0,74038.0,38183.0,0.0,0.0,60077.0,11533.0,0.0,0.0,0.0,0.0,11533.0,48544.0,6504.0,1451.0,41601.0,11463.0,0.0,0.0,0.0,0.0,0.0,-23527.0,23694.0,-20421.0,909.0,0.0,0.0,38922.0,-2347.0,2354.0,222682.0,141990.0,20151.0,16409.0,44132.0,3078.0,927.0,46283.0,2.0,777.0,946.0,46454.0,0.0,46454.0,0.0,38183.0,38183.0,3.87
9,ACP,Y 12.19,14597900.0,8845600.0,6671600.0,843300.0,110300.0,287200.0,246600.0,5751000.0,122600.0,2811800.0,194800.0,2153500.0,468300.0,1300.0,14597900.0,5762400.0,83000.0,0.0,4188300.0,1491100.0,0.0,2218600.0,6616900.0,2752300.0,0.0,1613100.0,0.0,472300.0,666900.0,3864600.0,732500.0,977600.0,1501300.0,635400.0,0.0,0.0,0.0,0.0,0.0,-669700.0,647900.0,-496700.0,0.0,0.0,0.0,254800.0,334900.0,2153500.0,10667400.0,8366400.0,568300.0,745200.0,987500.0,41100.0,52400.0,976200.0,46600.0,134700.0,0.0,888100.0,0.0,888100.0,0.0,703400.0,322400.0,3.88
10,ACT,Y 12.19,546407.0,159886.0,6575.0,153311.0,0.0,0.0,0.0,386521.0,156233.0,154621.0,0.0,75667.0,0.0,0.0,546407.0,110966.0,1696.0,0.0,92162.0,17108.0,0.0,-9360.0,444801.0,74.0,0.0,74.0,0.0,0.0,0.0,444727.0,551.0,0.0,-13869.0,8388.0,0.0,0.0,0.0,0.0,0.0,415.0,546.0,-4476.0,0.0,0.0,0.0,0.0,-17930.0,75667.0,1638927.0,1536072.0,85256.0,26098.0,-8499.0,6448.0,2924.0,-4975.0,0.0,147.0,0.0,-5122.0,0.0,-5122.0,0.0,-4944.0,-5010.0,-0.2955
11,ADV,Y 12.19,75925.0,71516.0,31528.0,2701.0,316.0,11391.0,25580.0,4409.0,1770.0,1856.0,0.0,783.0,0.0,0.0,75925.0,35469.0,1318.0,-2.0,122093.0,-87940.0,0.0,11246.0,29210.0,19819.0,0.0,7283.0,0.0,2554.0,9982.0,9391.0,2022.0,1015.0,-4306.0,962.0,0.0,0.0,0.0,0.0,0.0,-8485.0,4547.0,12145.0,12370.0,0.0,0.0,0.0,-646.0,783.0,1778.0,0.0,0.0,0.0,-10155.0,526.0,7186.0,-16815.0,3220.0,2480.0,-1168.0,-17243.0,0.0,-17243.0,0.0,-17212.0,-12544.0,-0.9522
12,AGO,Y 12.19,1992445.0,1664541.0,441047.0,458559.0,2530.0,154910.0,17144.0,323560.0,21308.0,231531.0,9656.0,61065.0,0.0,4344.0,1992445.0,931243.0,46581.0,0.0,147192.0,737470.0,0.0,20932.0,1040270.0,628277.0,0.0,612020.0,0.0,0.0,16257.0,411993.0,4527.0,13850.0,205483.0,158037.0,0.0,0.0,0.0,0.0,0.0,-100501.0,270565.0,-76920.0,0.0,0.0,0.0,23290.0,28062.0,61065.0,1249663.0,842438.0,222474.0,153911.0,30840.0,12768.0,18930.0,24678.0,12867.0,28187.0,4716.0,14074.0,0.0,14074.0,0.0,6006.0,3538.0,0.08
13,AGT,Y 12.19,434639.0,155258.0,144.0,79311.0,0.0,0.0,75802.0,279382.0,111223.0,87564.0,35182.0,45413.0,0.0,0.0,434639.0,328634.0,2510.0,0.0,357466.0,-31342.0,0.0,1041.0,104923.0,58443.0,0.0,0.0,0.0,58443.0,0.0,46480.0,1800.0,0.0,61789.0,23751.0,0.0,0.0,0.0,0.0,0.0,-57463.0,24005.0,-53145.0,0.0,0.0,0.0,0.0,-48819.0,45413.0,269470.0,230072.0,3084.0,37191.0,-877.0,1230.0,16698.0,-16345.0,49583.0,13011.0,0.0,20227.0,0.0,20227.0,0.0,19691.0,19683.0,0.91
14,ALE,Y 12.19,14278013.0,13425569.0,13258464.0,147709.0,9324.0,360.0,9712.0,852444.0,20051.0,423712.0,4804.0,403877.0,0.0,0.0,14278013.0,6670220.0,434246.0,0.0,5085798.0,1150176.0,0.0,13422.0,7594371.0,6784903.0,0.0,6038067.0,0.0,59764.0,687072.0,809468.0,96760.0,0.0,1246539.0,439303.0,0.0,0.0,0.0,0.0,0.0,-202887.0,206004.0,-1433802.0,0.0,0.0,0.0,0.0,-390150.0,403877.0,2592306.0,0.0,0.0,0.0,989094.0,0.0,103007.0,886087.0,10983.0,384021.0,0.0,513049.0,0.0,513049.0,0.0,393075.0,391392.0,0.04
15,ALG,Y 12.19,28.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,23.0,0.0,2.0,3.0,0.0,28.0,-243.0,431.0,0.0,27219.0,-27893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,271.0,0.0,-127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,-133.0,4.0,42.0,-171.0,0.0,17.0,0.0,-188.0,0.0,-188.0,0.0,-188.0,-188.0,-0.0436
16,ALI,Y 12.19,173333.0,3541.0,48.0,680.0,0.0,0.0,938.0,169792.0,0.0,8945.0,105474.0,54955.0,418.0,0.0,173333.0,143368.0,4612.0,0.0,111034.0,27722.0,0.0,9015.0,20950.0,1402.0,0.0,0.0,0.0,1402.0,0.0,19548.0,13331.0,0.0,17500.0,1033.0,0.0,0.0,0.0,0.0,0.0,-157.0,566.0,-6907.0,0.0,0.0,0.0,0.0,10436.0,54955.0,121110.0,0.0,0.0,0.0,17471.0,804.0,12287.0,5988.0,3722.0,1519.0,0.0,8191.0,0.0,8191.0,0.0,3949.0,1167.0,0.03
17,ALL,Y 12.19,134420.0,54907.0,42123.0,8516.0,0.0,622.0,3646.0,79513.0,9622.0,48987.0,758.0,6170.0,13976.0,0.0,134420.0,86948.0,3707.0,0.0,38412.0,44829.0,0.0,0.0,47472.0,8339.0,0.0,1750.0,392.0,0.0,6197.0,39133.0,12637.0,4667.0,5927.0,8396.0,0.0,0.0,0.0,0.0,0.0,-3400.0,2446.0,-1880.0,0.0,0.0,0.0,0.0,647.0,6170.0,140661.0,107603.0,17014.0,11856.0,4188.0,134.0,220.0,4102.0,57.0,2380.0,0.0,1779.0,0.0,1779.0,0.0,499.0,499.0,0.04
18,AMC,Y 12.19,1933787.0,710136.0,149208.0,423203.0,0.0,8187.0,63649.0,1212994.0,468260.0,584710.0,20852.0,95694.0,43478.0,10657.0,1933787.0,920232.0,15551.0,0.0,800789.0,103892.0,0.0,2217.0,1011338.0,143500.0,0.0,77475.0,0.0,40137.0,25888.0,867838.0,163462.0,380.0,119387.0,55395.0,0.0,0.0,0.0,0.0,0.0,-38967.0,57673.0,-60770.0,0.0,0.0,0.0,30101.0,19650.0,95694.0,3023308.0,2171121.0,341880.0,338381.0,171926.0,13337.0,18112.0,167151.0,4116.0,26783.0,0.0,144484.0,0.0,144484.0,0.0,109550.0,109357.0,14.06
19,AML,Y 12.19,765943.0,368210.0,3317.0,326424.0,0.0,1371.0,30854.0,397733.0,120992.0,217017.0,871.0,58484.0,369.0,0.0,765943.0,519793.0,1548.0,0.0,338941.0,179303.0,0.0,0.0,246151.0,42057.0,0.0,15561.0,0.0,3575.0,22922.0,204094.0,225.0,3616.0,179185.0,32078.0,0.0,0.0,0.0,0.0,0.0,-34015.0,35181.0,-72314.0,0.0,0.0,0.0,63156.0,72856.0,58484.0,1383808.0,1267444.0,31234.0,24315.0,60815.0,3749.0,1195.0,63369.0,361.0,1617.0,0.0,62114.0,0.0,62114.0,0.0,50450.0,50450.0,3.26
20,ANR,Y 12.19,207257.0,80652.0,5973.0,17587.0,5148.0,2948.0,10696.0,126605.0,88808.0,24458.0,1000.0,12213.0,125.0,0.0,207257.0,54244.0,734.0,0.0,107815.0,-54305.0,0.0,0.0,153013.0,55319.0,0.0,0.0,0.0,54020.0,1299.0,97694.0,3701.0,4788.0,-2367.0,5240.0,0.0,0.0,0.0,0.0,0.0,-4257.0,4257.0,11303.0,8297.0,0.0,0.0,0.0,4679.0,12213.0,311207.0,0.0,0.0,0.0,6914.0,468.0,3009.0,4374.0,343.0,3250.0,0.0,1466.0,0.0,1466.0,0.0,10874.0,10874.0,0.71
21,APE,Y 12.19,109732.0,42900.0,4443.0,35231.0,0.0,1137.0,2089.0,66832.0,12486.0,43714.0,154.0,8397.0,2081.0,0.0,109732.0,54983.0,5637.0,0.0,33022.0,16324.0,0.0,0.0,54749.0,21240.0,0.0,16277.0,0.0,0.0,4963.0,33509.0,10938.0,280.0,8657.0,3076.0,0.0,0.0,0.0,0.0,0.0,-379.0,1155.0,-4232.0,0.0,0.0,0.0,2537.0,4046.0,8397.0,134758.0,92123.0,10508.0,17024.0,15103.0,3002.0,5069.0,13036.0,758.0,1475.0,0.0,12319.0,0.0,12319.0,0.0,10637.0,10637.0,0.38
22,APL,Y 12.19,13348.0,2875.0,172.0,2200.0,0.0,501.0,2.0,10473.0,4411.0,4491.0,0.0,1565.0,6.0,0.0,13348.0,-5866.0,3282.0,0.0,0.0,-9148.0,0.0,0.0,19214.0,13.0,0.0,0.0,0.0,0.0,13.0,19201.0,106.0,0.0,1177.0,153.0,0.0,0.0,0.0,0.0,0.0,-41.0,41.0,-1162.0,0.0,0.0,0.0,0.0,-26.0,1565.0,6105.0,4489.0,26.0,1137.0,453.0,264.0,213.0,504.0,152.0,1063.0,0.0,-407.0,0.0,-407.0,0.0,-407.0,-407.0,-0.124
23,APN,Y 12.19,175439.0,106180.0,13432.0,85676.0,0.0,1742.0,5330.0,69259.0,36865.0,20631.0,2501.0,9035.0,227.0,0.0,175439.0,160825.0,2519.0,-11000.0,151930.0,17376.0,0.0,2799.0,11815.0,1399.0,0.0,4.0,0.0,0.0,1395.0,10416.0,2464.0,187.0,26287.0,7728.0,0.0,0.0,0.0,0.0,0.0,-12215.0,8838.0,-14513.0,1082.0,0.0,0.0,4407.0,-441.0,9035.0,118512.0,80044.0,3241.0,17273.0,17954.0,840.0,1396.0,17398.0,434.0,353.0,0.0,17479.0,0.0,17479.0,0.0,14752.0,14104.0,1.12
24,APR,Y 12.19,731526.0,135893.0,7897.0,125953.0,0.0,147.0,1896.0,595633.0,460584.0,101544.0,7558.0,25947.0,0.0,0.0,731526.0,372197.0,13062.0,0.0,300421.0,58714.0,0.0,0.0,359329.0,156413.0,0.0,90319.0,0.0,60724.0,5370.0,202916.0,4057.0,9778.0,15337.0,20084.0,0.0,0.0,0.0,0.0,0.0,-13090.0,13359.0,1853.0,942.0,0.0,0.0,2603.0,4100.0,25947.0,1479373.0,1092473.0,274016.0,25060.0,87824.0,337.0,4386.0,83775.0,256.0,9795.0,0.0,74236.0,0.0,74236.0,0.0,58714.0,58714.0,0.45
25,APT,Y 12.19,887836.0,472363.0,219191.0,172416.0,7327.0,2604.0,36605.0,390698.0,151698.0,181863.0,5654.0,34754.0,16729.0,24775.0,887836.0,486189.0,3286.0,0.0,481366.0,1537.0,0.0,6700.0,394804.0,57597.0,0.0,15895.0,21112.0,20814.0,20590.0,337207.0,90826.0,11773.0,121303.0,49871.0,0.0,0.0,0.0,0.0,0.0,-52001.0,59379.0,-64311.0,0.0,0.0,0.0,39950.0,4991.0,34754.0,877593.0,639831.0,39754.0,123474.0,74534.0,10502.0,8619.0,76417.0,6377.0,8910.0,3178.0,73884.0,0.0,73884.0,0.0,55287.0,53410.0,1.63
26,ARH,Y 12.19,1381443.0,278986.0,1621.0,227873.0,9430.0,13422.0,26640.0,1102457.0,923965.0,46420.0,0.0,130153.0,1919.0,0.0,1381443.0,513311.0,257423.0,-962.0,18799.0,238051.0,0.0,30129.0,838003.0,267937.0,0.0,198267.0,0.0,16574.0,53096.0,570066.0,18165.0,139.0,18916.0,2781.0,0.0,0.0,0.0,0.0,0.0,12140.0,14986.0,-66695.0,0.0,0.0,0.0,47425.0,-35639.0,130153.0,508187.0,353355.0,11577.0,43292.0,99963.0,24306.0,6659.0,117610.0,3406.0,8266.0,-78.0,112672.0,0.0,112672.0,0.0,97830.0,95900.0,3.73
27,ARR,Y 12.19,128600.0,50571.0,26989.0,8790.0,3454.0,7283.0,4055.0,74543.0,3557.0,67062.0,0.0,3551.0,373.0,3486.0,128600.0,50362.0,854.0,0.0,31885.0,17623.0,0.0,0.0,75083.0,8591.0,0.0,3571.0,0.0,256.0,4764.0,66492.0,18160.0,0.0,10552.0,6139.0,0.0,0.0,0.0,0.0,0.0,-4322.0,4826.0,-5055.0,0.0,0.0,0.0,0.0,1175.0,3551.0,190274.0,0.0,0.0,0.0,5209.0,1452.0,1283.0,5378.0,112.0,1696.0,0.0,3794.0,0.0,3794.0,-656.0,2658.0,2658.0,0.62
28,ART,Y 12.19,27912.0,10248.0,297.0,4068.0,100.0,0.0,5783.0,17664.0,0.0,3915.0,0.0,3976.0,9774.0,0.0,27912.0,21162.0,119.0,0.0,51345.0,-30303.0,0.0,0.0,6751.0,3236.0,0.0,0.0,0.0,0.0,3236.0,3515.0,2527.0,229.0,-6179.0,1355.0,0.0,0.0,0.0,0.0,0.0,-111.0,124.0,-953.0,0.0,0.0,0.0,0.0,0.0,3976.0,16654.0,8282.0,1263.0,2847.0,4263.0,115.0,18733.0,-14355.0,133.0,208.0,0.0,-14430.0,0.0,-14430.0,0.0,-13699.0,-13699.0,-1.1515
29,ASB,Y 12.19,2403135.0,126532.0,12092.0,112716.0,0.0,862.0,862.0,2276603.0,1010336.0,808010.0,3589.0,393772.0,60896.0,0.0,2403135.0,409928.0,42154.0,0.0,89314.0,278459.0,0.0,965.0,1992243.0,17029.0,0.0,12677.0,0.0,0.0,4352.0,1975214.0,237554.0,0.0,111998.0,15309.0,0.0,0.0,0.0,0.0,0.0,-13824.0,14868.0,-21468.0,0.0,0.0,0.0,23124.0,76706.0,393772.0,7272144.0,6876628.0,162971.0,106894.0,125651.0,0.0,0.0,125651.0,13121.0,67075.0,327.0,72023.0,0.0,72023.0,0.0,57877.0,57942.0,1.04
30,ASE,Y 12.19,1249767.0,781483.0,553785.0,147657.0,724.0,4670.0,9592.0,468284.0,37215.0,170791.0,572.0,199663.0,60043.0,0.0,1249767.0,798152.0,518942.0,0.0,-82080.0,361290.0,0.0,2051.0,449564.0,123956.0,0.0,71812.0,0.0,47489.0,4655.0,325608.0,52063.0,81024.0,158813.0,65687.0,0.0,0.0,0.0,0.0,0.0,-103118.0,101004.0,-24910.0,0.0,0.0,0.0,26985.0,30785.0,199663.0,881336.0,663553.0,53039.0,53781.0,110963.0,4192.0,4955.0,110200.0,6032.0,5802.0,0.0,110430.0,0.0,110430.0,0.0,91322.0,89989.0,1.73
31,ASM,Y 12.19,270093.0,135090.0,103572.0,23870.0,0.0,0.0,7648.0,135003.0,0.0,105696.0,0.0,5252.0,24055.0,0.0,270093.0,68351.0,57020.0,0.0,9842.0,1489.0,0.0,-11344.0,213086.0,50229.0,0.0,48156.0,0.0,0.0,2073.0,162857.0,67576.0,0.0,-3306.0,12542.0,0.0,0.0,0.0,0.0,0.0,-4118.0,4053.0,4122.0,5014.0,0.0,0.0,0.0,-3302.0,5252.0,550535.0,0.0,0.0,0.0,1511.0,9777.0,30633.0,-19345.0,481.0,5310.0,0.0,-24174.0,0.0,-24174.0,0.0,-27192.0,-23119.0,-0.4055
32,AST,Y 12.19,3233343.0,2011030.0,5706.0,1265273.0,3347.0,0.0,131847.0,1215338.0,893391.0,264423.0,0.0,55501.0,2023.0,6975.0,3233343.0,1868438.0,1065.0,213398.0,-442441.0,2096417.0,0.0,0.0,1364905.0,489353.0,0.0,2517.0,0.0,440291.0,46545.0,875552.0,62736.0,0.0,734970.0,266459.0,0.0,0.0,0.0,0.0,0.0,-93542.0,101697.0,-655345.0,0.0,0.0,0.0,0.0,-13917.0,55501.0,2091835.0,1702340.0,200239.0,100573.0,88683.0,9518.0,35192.0,63009.0,6809.0,172350.0,106032.0,3500.0,0.0,3500.0,0.0,7201.0,7201.0,0.29
33,ATC,Y 12.19,2035753.0,1080905.0,38471.0,983979.0,0.0,32070.0,26385.0,954848.0,353774.0,307445.0,18835.0,265885.0,8909.0,0.0,2035753.0,606909.0,69288.0,0.0,518148.0,19473.0,0.0,263619.0,1165225.0,477127.0,0.0,263268.0,0.0,0.0,213859.0,688098.0,9292.0,81849.0,342290.0,86609.0,0.0,0.0,0.0,0.0,0.0,-121834.0,137643.0,-152939.0,0.0,0.0,0.0,0.0,0.0,265885.0,3117118.0,2531612.0,336862.0,88527.0,160117.0,78111.0,46806.0,191422.0,1149.0,34640.0,0.0,157931.0,0.0,157931.0,0.0,124681.0,82709.0,1.19
34,ATD,Y 12.19,197427.0,80084.0,26945.0,24535.0,0.0,385.0,11343.0,117343.0,6308.0,63645.0,8803.0,15398.0,23189.0,0.0,197427.0,77239.0,7269.0,0.0,51223.0,18747.0,0.0,3168.0,117020.0,31135.0,0.0,3951.0,0.0,13683.0,13501.0,85885.0,19953.0,14112.0,17585.0,14352.0,0.0,0.0,0.0,0.0,0.0,-11848.0,14781.0,-17175.0,0.0,0.0,0.0,9540.0,-11438.0,15398.0,295289.0,217237.0,0.0,63517.0,14535.0,6759.0,1253.0,20041.0,370.0,1988.0,0.0,18423.0,0.0,18423.0,0.0,13088.0,12133.0,0.33
35,ATG,Y 12.19,357602.0,209151.0,3430.0,183385.0,0.0,19167.0,3169.0,148451.0,46757.0,57173.0,6891.0,23615.0,14015.0,0.0,357602.0,256152.0,8430.0,0.0,178296.0,69426.0,0.0,863.0,100587.0,42698.0,0.0,17181.0,0.0,6490.0,19027.0,57889.0,14666.0,6789.0,24827.0,20854.0,0.0,0.0,0.0,0.0,0.0,-9883.0,20994.0,-26047.0,0.0,0.0,0.0,20063.0,-11103.0,23615.0,249037.0,203484.0,0.0,16148.0,29405.0,8004.0,2516.0,34893.0,588.0,1535.0,3049.0,36995.0,0.0,36995.0,0.0,30749.0,30141.0,0.36
36,ATL,Y 12.19,1151132.0,867852.0,81.0,826660.0,0.0,0.0,41112.0,255629.0,11447.0,12039.0,0.0,232144.0,0.0,27650.0,1151132.0,607019.0,26692.0,0.0,966122.0,-385795.0,0.0,0.0,531959.0,417529.0,0.0,295604.0,0.0,0.0,121925.0,114430.0,20850.0,0.0,23268.0,10731.0,0.0,0.0,0.0,0.0,0.0,130417.0,10191.0,-26288.0,0.0,0.0,0.0,0.0,127397.0,232144.0,163744.0,94918.0,0.0,30525.0,38301.0,149499.0,2581.0,185219.0,1682.0,18145.0,-758.0,167998.0,0.0,167998.0,0.0,139347.0,139347.0,2.77
37,ATR,Y 12.19,78150.0,29156.0,499.0,24054.0,0.0,1690.0,336.0,48994.0,1124.0,35776.0,948.0,1281.0,9865.0,0.0,78150.0,29672.0,4615.0,0.0,37814.0,-12757.0,0.0,0.0,48478.0,2977.0,0.0,672.0,0.0,1718.0,587.0,45501.0,4220.0,2206.0,-12238.0,2187.0,0.0,0.0,0.0,0.0,0.0,-213.0,307.0,8210.0,0.0,0.0,0.0,0.0,-4241.0,1281.0,123271.0,115271.0,1409.0,12883.0,-6292.0,-59.0,989.0,-7340.0,37.0,894.0,0.0,-8197.0,0.0,-8197.0,0.0,-7946.0,-7946.0,-0.8609
38,ATS,Y 12.19,53734.0,52328.0,0.0,0.0,0.0,52328.0,0.0,1405.0,0.0,1363.0,0.0,43.0,0.0,0.0,53734.0,51247.0,11711.0,0.0,77615.0,-38080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2487.0,2389.0,0.0,2593.0,0.0,0.0,0.0,0.0,0.0,0.0,-7733.0,0.0,5166.0,0.0,0.0,0.0,0.0,26.0,43.0,622.0,21.0,0.0,221.0,379.0,81.0,711.0,-251.0,1750.0,175.0,0.0,1324.0,0.0,1324.0,0.0,1324.0,1324.0,0.05
39,ATT,Y 12.19,15478691.0,10705437.0,1293660.0,8204765.0,156867.0,100513.0,97557.0,4752586.0,1669809.0,1642459.0,654775.0,770087.0,15456.0,20668.0,15478691.0,7036374.0,495977.0,0.0,2415890.0,4124507.0,0.0,657573.0,7773242.0,4288382.0,27252.0,2564360.0,0.0,0.0,1696770.0,3484860.0,206102.0,13480.0,2033434.0,811286.0,0.0,0.0,0.0,0.0,0.0,-1186489.0,1049703.0,-919939.0,0.0,0.0,0.0,2695.0,-72994.0,770087.0,11307915.0,8833939.0,902195.0,886734.0,685047.0,65518.0,137741.0,612824.0,29407.0,96265.0,12493.0,558459.0,0.0,558459.0,0.0,407673.0,372856.0,3.76
