,ticker,period,Aktywa ogółem,I. Aktywa trwałe,1. Wartości niematerialne i prawne,2. Rzeczowe składniki majątku trwałego,3. Należności długoterminowe,4. Inwestycje długoterminowe,5. Pozostałe aktywa trwałe,II. Aktywa obrotowe,1. Zapasy,2. Należności krótkoterminowe,3. Inwestycje krótkoterminowe,W tym: środki pieniężne i inne aktywa pieniężne,4. Pozostałe aktywa obrotowe,5. Aktywa trwałe przeznaczone do sprzedaży,Pasywa ogółem,I. Kapitał własny,1. Kapitał (fundusz) podstawowy,2. Udziały (akcje) własne (wielkość ujemna),3. Kapitał (fundusz) zapasowy,4. Zysk (strata) z lat ubiegłych,5. Zysk (strata) netto,6. Udziały niekontrolujące,II. Zobowiązania ogółem,1. Zobowiązania długoterminowe,Z tytułu dostaw i usług,Kredyty i pożyczki,Z tytułu emisji dłużnych papierów wartościowych,Zobowiązania z tytułu leasingu finansowego,Inne zobowiązania długoterminowe,2. Zobowiązania krótkoterminowe,Inne zobowiązania krótkoterminowe,III. Rozliczenia międzyokresowe,A. Przepływy pieniężne z działalności operacyjnej,Amortyzacja,Zmiana stanu należności,Zmiana stanu zapasów,Zmiana stanu zobowiązań,Zmiana rezerw i pozostałe,Kapitał obrotowy,B. Przepływy pieniężne z działalności inwestycyjnej,CAPEX (niematerialne i rzeczowe),C. Przepływy pieniężne z działalności finansowej,Emisja akcji,Odsetki pozyskane,Odsetki zapłacone,Dywidenda,Przepływy pieniężne razem (A+B+C),Środki pieniężne na koniec okresu,I. Przychody ze sprzedaży,Techniczny koszt wytworzenia produkcji sprzedanej,Koszty sprzedaży,Koszty ogólnego zarządu,II. Zysk (strata) ze sprzedaży,Pozostałe przychody operacyjne,Pozostałe koszty operacyjne,III. EBIT,Przychody finansowe,Koszty finansowe,Pozostałe przychody (koszty),IV. Zysk (strata) z działalności gospodarczej,Wynik zdarzeń nadzwyczajnych,Zysk przed opodatkowaniem,Zysk (strata) netto z działalności zaniechanej,V. Zysk netto,W tym: zysk netto akcjonariuszy jednostki dominującej,Zysk netto na akcję
2866,SEK,Y 12.10,90738.0,60800.0,29.0,60614.0,5.0,0.0,152.0,29938.0,6532.0,22134.0,0.0,1145.0,127.0,0.0,90738.0,50073.0,665.0,0.0,48241.0,1167.0,0.0,0.0,40665.0,16990.0,5406.0,0.0,0.0,0.0,11584.0,23675.0,4.0,772.0,6261.0,2957.0,0.0,0.0,0.0,0.0,0.0,-29697.0,30213.0,12284.0,0.0,0.0,0.0,0.0,-11152.0,1145.0,120613.0,99835.0,17600.0,2429.0,749.0,811.0,871.0,689.0,856.0,58.0,-1.0,1486.0,0.0,1486.0,0.0,1240.0,1240.0,0.19
2867,SEL,Y 12.10,602528.0,271231.0,29589.0,214911.0,1266.0,5866.0,19599.0,331297.0,116883.0,173372.0,5366.0,35676.0,0.0,0.0,602528.0,357092.0,1136.0,0.0,435203.0,-79247.0,0.0,723.0,244713.0,61779.0,0.0,34436.0,0.0,0.0,27343.0,182934.0,30920.0,0.0,14753.0,18533.0,0.0,0.0,0.0,0.0,0.0,-51456.0,50794.0,-726.0,0.0,0.0,0.0,84.0,-37429.0,35676.0,878676.0,611679.0,154958.0,75588.0,36451.0,9896.0,14527.0,31820.0,7750.0,11725.0,337.0,28182.0,0.0,28182.0,0.0,24151.0,24090.0,1.06
2868,SEN,Y 12.10,584891.0,530192.0,302389.0,212200.0,0.0,6589.0,9014.0,54700.0,2490.0,19338.0,0.0,32872.0,0.0,0.0,584891.0,467516.0,570649.0,6402.0,31837.0,-141373.0,0.0,60743.0,56632.0,13617.0,0.0,0.0,0.0,0.0,13617.0,43015.0,16214.0,0.0,-27791.0,8128.0,0.0,0.0,0.0,0.0,0.0,-244429.0,145703.0,296828.0,262029.0,0.0,0.0,0.0,24617.0,32872.0,22139.0,12233.0,0.0,27791.0,-17885.0,0.0,8128.0,-26013.0,2048.0,28758.0,-2155.0,-54877.0,0.0,-54877.0,0.0,-54116.0,-55195.0,-0.1375
2869,SFG,Y 12.10,257756.0,59844.0,2115.0,50474.0,127.0,1885.0,5243.0,197912.0,62541.0,48898.0,0.0,85333.0,1141.0,0.0,257756.0,166499.0,100247.0,-1232.0,12126.0,55357.0,0.0,43460.0,47797.0,0.0,0.0,0.0,0.0,0.0,0.0,47797.0,10245.0,6990.0,66747.0,6958.0,0.0,0.0,0.0,0.0,0.0,-5121.0,10126.0,-16633.0,0.0,0.0,0.0,8364.0,44993.0,85333.0,369464.0,222300.0,39548.0,32261.0,75357.0,4535.0,9960.0,69931.0,7022.0,297.0,0.0,76656.0,0.0,76656.0,0.0,59658.0,48474.0,1.22
2870,SFS,Y 12.10,77053.0,58715.0,7189.0,45905.0,2233.0,0.0,3388.0,18338.0,2137.0,9989.0,0.0,6212.0,0.0,0.0,77053.0,-63868.0,14889.0,0.0,102217.0,-180974.0,0.0,3864.0,137057.0,5734.0,0.0,791.0,0.0,34.0,4909.0,131323.0,4604.0,957.0,-4595.0,12204.0,0.0,0.0,0.0,0.0,0.0,-6604.0,7696.0,11277.0,24585.0,0.0,0.0,2957.0,78.0,6212.0,161563.0,165268.0,0.0,19120.0,-22825.0,8547.0,13720.0,-27998.0,406.0,9302.0,0.0,-36894.0,0.0,-36894.0,0.0,-36930.0,-39887.0,-2.6789
2871,SGN,Y 12.10,479867.0,225316.0,197526.0,11491.0,7778.0,1780.0,6741.0,238893.0,23680.0,147184.0,1147.0,66882.0,0.0,15658.0,479867.0,217569.0,15082.0,0.0,317390.0,-114903.0,0.0,2273.0,253629.0,23693.0,0.0,17589.0,0.0,0.0,6104.0,229936.0,25752.0,14285.0,4895.0,26808.0,0.0,0.0,0.0,0.0,0.0,-6796.0,0.0,-3503.0,0.0,0.0,0.0,0.0,-5404.0,66882.0,514568.0,435198.0,30308.0,94680.0,-45618.0,6928.0,5056.0,-43746.0,2019.0,11096.0,-414.0,-53237.0,0.0,-53237.0,0.0,-50294.0,-50420.0,-4.2419
2872,SGR,Y 12.10,287882.0,107410.0,2671.0,88194.0,0.0,14740.0,1805.0,180472.0,47562.0,14225.0,0.0,96191.0,22495.0,0.0,287882.0,175232.0,1278.0,0.0,113744.0,60210.0,0.0,868.0,111782.0,21167.0,0.0,0.0,0.0,0.0,21167.0,90616.0,2502.0,0.0,26348.0,11913.0,0.0,0.0,0.0,0.0,0.0,-7784.0,7784.0,77529.0,0.0,0.0,0.0,15639.0,96093.0,96191.0,193980.0,149397.0,4114.0,4497.0,35972.0,0.0,2199.0,33773.0,3.0,12230.0,0.0,21546.0,0.0,21546.0,0.0,23387.0,23387.0,0.72
2873,SHD,Y 12.10,652358.0,398302.0,32574.0,360589.0,586.0,468.0,4085.0,254056.0,2101.0,13588.0,157764.0,79271.0,1332.0,0.0,652358.0,428075.0,12033.0,0.0,309277.0,106765.0,0.0,16845.0,207438.0,154970.0,0.0,39336.0,0.0,0.0,115634.0,52468.0,15358.0,2927.0,-18348.0,6445.0,0.0,0.0,0.0,0.0,0.0,-4248.0,0.0,84702.0,45523.0,0.0,0.0,0.0,62106.0,79271.0,0.0,0.0,0.0,0.0,-13478.0,83396.0,101367.0,-31449.0,1373.0,32703.0,99649.0,36870.0,0.0,36870.0,0.0,54304.0,50209.0,0.42
2874,SHG,Y 12.10,77601.0,43156.0,659.0,42496.0,1.0,0.0,0.0,34445.0,13027.0,14328.0,8.0,7031.0,51.0,0.0,77601.0,63834.0,8503.0,0.0,27298.0,28033.0,0.0,0.0,13767.0,5526.0,0.0,0.0,0.0,0.0,5526.0,8241.0,2413.0,146.0,4658.0,5718.0,0.0,0.0,0.0,0.0,0.0,452.0,3307.0,-922.0,0.0,0.0,0.0,1140.0,4188.0,7031.0,103280.0,90101.0,7824.0,6198.0,-843.0,993.0,341.0,-191.0,749.0,404.0,0.0,154.0,0.0,154.0,0.0,75.0,75.0,0.07
2875,SKA,Y 12.10,365040.0,167567.0,1961.0,162264.0,0.0,2551.0,791.0,197473.0,72240.0,107610.0,1701.0,15922.0,0.0,0.0,365040.0,206192.0,13551.0,0.0,140134.0,52507.0,0.0,9020.0,149828.0,11325.0,0.0,6500.0,0.0,0.0,4825.0,138503.0,272.0,284.0,40452.0,15107.0,0.0,0.0,0.0,0.0,0.0,-26318.0,28055.0,-5153.0,0.0,0.0,0.0,23223.0,9565.0,15922.0,531699.0,351976.0,66310.0,50586.0,62827.0,2291.0,2892.0,62226.0,1004.0,4958.0,0.0,58272.0,0.0,58272.0,0.0,47516.0,45541.0,3.36
2876,SKL,Y 12.10,50486.0,18520.0,6.0,18289.0,0.0,0.0,225.0,31966.0,2844.0,1705.0,12683.0,14718.0,16.0,0.0,50486.0,46439.0,10000.0,0.0,36319.0,120.0,0.0,372.0,3675.0,994.0,441.0,0.0,0.0,0.0,553.0,2681.0,21.0,3.0,-4682.0,158.0,0.0,0.0,0.0,0.0,0.0,13987.0,4.0,927.0,64.0,0.0,0.0,0.0,10232.0,14718.0,13589.0,9156.0,4130.0,2207.0,-1904.0,456.0,122.0,-1570.0,180.0,97.0,1020.0,-467.0,0.0,-467.0,0.0,-354.0,-354.0,-0.0354
2877,SKT,Y 12.10,101072.0,15280.0,659.0,14573.0,0.0,11.0,37.0,85792.0,0.0,2372.0,83068.0,326.0,26.0,0.0,101072.0,85849.0,65880.0,0.0,141916.0,-121947.0,0.0,0.0,15223.0,14069.0,0.0,19.0,0.0,0.0,14050.0,1154.0,497.0,283.0,-5601.0,623.0,0.0,0.0,0.0,0.0,0.0,5832.0,-1509.0,-28.0,0.0,0.0,0.0,0.0,203.0,326.0,1015.0,0.0,0.0,5671.0,-4655.0,826.0,438.0,-4267.0,18444.0,190.0,0.0,13987.0,0.0,13987.0,0.0,11201.0,11201.0,0.21
2878,SLZ,Y 12.10,71412.0,21283.0,4.0,139.0,2847.0,18293.0,0.0,50129.0,0.0,27504.0,0.0,22625.0,0.0,0.0,71412.0,64367.0,69305.0,0.0,5952.0,-10891.0,0.0,0.0,7045.0,4843.0,0.0,0.0,0.0,0.0,4843.0,2202.0,1719.0,0.0,-2685.0,44.0,0.0,0.0,0.0,0.0,0.0,14431.0,67.0,-1679.0,0.0,0.0,0.0,0.0,10067.0,22625.0,41445.0,0.0,0.0,0.0,17093.0,5449.0,16241.0,6301.0,3053.0,384.0,0.0,8970.0,0.0,8970.0,-79.0,8891.0,8891.0,0.51
2879,SME,Y 12.10,18665.0,8331.0,3965.0,4052.0,54.0,63.0,197.0,10334.0,52.0,7653.0,223.0,1885.0,521.0,0.0,18665.0,9241.0,2004.0,-21.0,0.0,7258.0,0.0,0.0,9424.0,3860.0,0.0,2285.0,0.0,681.0,894.0,5564.0,0.0,2035.0,858.0,625.0,0.0,0.0,0.0,0.0,0.0,-54.0,128.0,-1623.0,0.0,0.0,0.0,701.0,-819.0,1885.0,23027.0,12699.0,4326.0,3371.0,2631.0,256.0,152.0,2735.0,76.0,368.0,0.0,2443.0,0.0,2443.0,0.0,1900.0,1900.0,0.95
2880,SNK,Y 12.10,368410.0,208587.0,20012.0,182037.0,0.0,119.0,6419.0,159823.0,76493.0,73982.0,827.0,8073.0,448.0,0.0,368410.0,231293.0,5262.0,0.0,204901.0,21130.0,0.0,2140.0,134977.0,34238.0,0.0,3170.0,0.0,0.0,31068.0,100739.0,14403.0,980.0,58070.0,31480.0,0.0,0.0,0.0,0.0,0.0,-29788.0,37997.0,-23448.0,0.0,0.0,0.0,11839.0,9719.0,8073.0,470861.0,374038.0,29599.0,27199.0,40025.0,2157.0,2537.0,39645.0,446.0,2637.0,0.0,37454.0,0.0,37454.0,0.0,28281.0,27167.0,1.03
2881,SNT,Y 12.10,12490.0,4048.0,1748.0,2240.0,18.0,0.0,42.0,8442.0,1240.0,6700.0,0.0,464.0,37.0,0.0,12490.0,3359.0,2200.0,0.0,179.0,980.0,0.0,0.0,9131.0,792.0,792.0,792.0,0.0,0.0,0.0,8339.0,572.0,221.0,-1018.0,658.0,0.0,0.0,0.0,0.0,0.0,-1048.0,1138.0,-2806.0,0.0,0.0,0.0,521.0,-4871.0,464.0,31027.0,28958.0,0.0,0.0,2068.0,299.0,97.0,2270.0,50.0,924.0,-5.0,1390.0,0.0,1390.0,0.0,1064.0,1064.0,0.24
2882,SNW,Y 12.10,116632.0,63949.0,1624.0,60463.0,0.0,65.0,1797.0,52683.0,19331.0,14630.0,2562.0,15884.0,276.0,0.0,116632.0,81879.0,50117.0,-52.0,13461.0,18353.0,0.0,7810.0,26943.0,7285.0,0.0,867.0,0.0,0.0,6418.0,19658.0,395.0,474.0,1197.0,4106.0,0.0,0.0,0.0,0.0,0.0,10854.0,2810.0,-3925.0,0.0,0.0,0.0,0.0,8126.0,15884.0,81123.0,54401.0,1643.0,27065.0,-1986.0,2848.0,2913.0,-2051.0,3183.0,1692.0,0.0,-560.0,0.0,-560.0,0.0,-1120.0,-1277.0,-0.0255
2883,SNX,Y 12.10,33324.0,23191.0,4693.0,17193.0,0.0,915.0,390.0,10132.0,7435.0,2074.0,0.0,198.0,425.0,0.0,33324.0,18922.0,16000.0,0.0,2169.0,753.0,0.0,0.0,14402.0,5822.0,0.0,4197.0,0.0,0.0,1625.0,8580.0,596.0,96.0,4003.0,928.0,0.0,0.0,0.0,0.0,0.0,-5300.0,5400.0,1021.0,0.0,0.0,0.0,0.0,-276.0,198.0,23079.0,18891.0,2115.0,1512.0,560.0,607.0,367.0,800.0,202.0,604.0,-458.0,-60.0,0.0,-60.0,0.0,146.0,146.0,0.0009
2884,SOL,Y 12.10,111518.0,25033.0,1084.0,18905.0,1642.0,0.0,3402.0,86485.0,5477.0,66515.0,0.0,14166.0,327.0,0.0,111518.0,63659.0,1000.0,0.0,111172.0,-48513.0,0.0,0.0,47859.0,29560.0,0.0,27659.0,0.0,0.0,1901.0,18299.0,10807.0,191.0,24314.0,4538.0,0.0,0.0,0.0,0.0,0.0,-30483.0,4771.0,-2947.0,0.0,0.0,0.0,0.0,-9116.0,14166.0,183020.0,0.0,0.0,0.0,42761.0,179.0,627.0,42313.0,1699.0,3457.0,0.0,40555.0,0.0,40555.0,0.0,32423.0,32423.0,0.0
2885,SON,Y 12.10,68453.0,45284.0,12642.0,32111.0,0.0,0.0,530.0,23169.0,9360.0,7250.0,0.0,6388.0,172.0,0.0,68453.0,60171.0,1385.0,0.0,53770.0,5016.0,0.0,0.0,8282.0,1702.0,0.0,160.0,0.0,0.0,1541.0,6580.0,2240.0,96.0,5625.0,3928.0,0.0,0.0,0.0,0.0,0.0,-6049.0,7080.0,-1525.0,0.0,0.0,0.0,1590.0,-1949.0,6388.0,35955.0,21568.0,6614.0,3164.0,4608.0,306.0,237.0,4676.0,854.0,570.0,0.0,4961.0,0.0,4961.0,0.0,4646.0,4646.0,0.34
2886,SPH,Y 12.10,1265947.0,535487.0,49320.0,436105.0,6470.0,42375.0,1217.0,730460.0,226151.0,387454.0,0.0,91260.0,25595.0,0.0,1265947.0,603890.0,267287.0,0.0,70124.0,266479.0,0.0,99315.0,562742.0,83908.0,0.0,63981.0,0.0,0.0,19927.0,478834.0,24070.0,0.0,143302.0,0.0,0.0,0.0,0.0,0.0,0.0,-105287.0,66526.0,19139.0,0.0,0.0,0.0,1871.0,57155.0,91260.0,1215616.0,0.0,0.0,0.0,123817.0,6686.0,17750.0,112753.0,15039.0,30673.0,0.0,97118.0,0.0,97118.0,0.0,85981.0,84961.0,0.0
2887,STF,Y 12.10,469664.0,162377.0,4110.0,154782.0,131.0,0.0,3354.0,307287.0,130126.0,144332.0,34.0,32795.0,0.0,0.0,469664.0,220891.0,1750.0,0.0,146122.0,73019.0,0.0,49213.0,199560.0,47091.0,0.0,23900.0,0.0,0.0,23191.0,152469.0,1874.0,86186.0,11457.0,7521.0,0.0,0.0,0.0,0.0,0.0,-10328.0,14713.0,25033.0,66000.0,0.0,0.0,1925.0,26162.0,32795.0,630751.0,545602.0,13104.0,28088.0,43957.0,3024.0,4210.0,42771.0,2423.0,8282.0,0.0,36912.0,0.0,36912.0,0.0,30050.0,29715.0,1.7
2888,STP,Y 12.10,1732371.0,1056724.0,42921.0,963808.0,0.0,48412.0,1583.0,675647.0,321481.0,280677.0,0.0,68249.0,5240.0,0.0,1732371.0,1409495.0,13450.0,-140.0,1252540.0,143645.0,0.0,22315.0,300561.0,10117.0,0.0,0.0,0.0,0.0,10117.0,290444.0,35342.0,287.0,129949.0,41101.0,0.0,0.0,0.0,0.0,0.0,-109186.0,70848.0,-66865.0,0.0,0.0,0.0,57353.0,-46102.0,68249.0,1732272.0,1424838.0,58444.0,65844.0,183146.0,5268.0,9551.0,178863.0,8068.0,4709.0,0.0,182222.0,0.0,182222.0,0.0,145627.0,147459.0,21.93
2889,STX,Y 12.10,1382758.0,1084459.0,792571.0,21519.0,0.0,180098.0,90271.0,298299.0,1570.0,19915.0,63999.0,212815.0,0.0,0.0,1382758.0,176187.0,494524.0,18215.0,195403.0,-531955.0,0.0,3895.0,1202676.0,1042843.0,0.0,330355.0,0.0,0.0,712488.0,159833.0,101212.0,832.0,94303.0,37164.0,0.0,0.0,0.0,0.0,0.0,-226719.0,54694.0,214385.0,0.0,0.0,0.0,3968.0,81969.0,212815.0,165219.0,76119.0,0.0,31457.0,57643.0,6827.0,2491.0,61979.0,12966.0,55219.0,-116.0,19610.0,0.0,19610.0,0.0,14482.0,10248.0,0.04
2890,SUW,Y 12.10,74248.0,47162.0,8788.0,38070.0,0.0,0.0,304.0,27086.0,10120.0,15928.0,0.0,888.0,150.0,0.0,74248.0,38724.0,8391.0,0.0,1905.0,28428.0,0.0,2990.0,32534.0,6955.0,0.0,2475.0,0.0,0.0,4480.0,25579.0,1022.0,475.0,4568.0,0.0,0.0,0.0,0.0,0.0,0.0,-12908.0,12931.0,1652.0,0.0,0.0,0.0,0.0,-6688.0,888.0,56847.0,42840.0,2367.0,8355.0,3285.0,1242.0,978.0,3549.0,199.0,402.0,0.0,3346.0,0.0,3346.0,0.0,2728.0,2543.0,3.03
2891,SWD,Y 12.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3459.0,3880.0,0.0,0.0,0.0,0.0,0.0,-19410.0,19512.0,18533.0,19289.0,0.0,0.0,0.0,2582.0,0.0,46754.0,38647.0,697.0,8027.0,-617.0,1521.0,1488.0,-584.0,156.0,1586.0,0.0,-2014.0,0.0,-2014.0,0.0,-414.0,-463.0,-0.0076
2892,SWG,Y 12.10,338818.0,150144.0,71706.0,53825.0,0.0,17910.0,6703.0,182758.0,21168.0,72729.0,0.0,14489.0,74372.0,5916.0,338818.0,208002.0,3652.0,0.0,172878.0,31472.0,0.0,0.0,127562.0,28945.0,0.0,9059.0,0.0,0.0,19886.0,98617.0,18443.0,31309.0,-16344.0,5162.0,0.0,0.0,0.0,0.0,0.0,-15474.0,16167.0,21678.0,1751.0,0.0,0.0,7544.0,-10140.0,14489.0,194797.0,151632.0,11097.0,29955.0,2113.0,1682.0,3014.0,781.0,13208.0,1417.0,2702.0,15274.0,0.0,15274.0,-346.0,15165.0,15165.0,1.45
2893,TAR,Y 12.10,210197.0,147669.0,2030.0,137422.0,0.0,80.0,8137.0,62528.0,16438.0,39833.0,0.0,2763.0,3494.0,0.0,210197.0,80949.0,6951.0,0.0,55023.0,18975.0,0.0,0.0,129248.0,72876.0,0.0,53377.0,0.0,0.0,19499.0,56372.0,8195.0,2045.0,18274.0,10007.0,0.0,0.0,0.0,0.0,0.0,-28698.0,29480.0,10409.0,9999.0,0.0,0.0,4252.0,-15.0,2763.0,313786.0,251191.0,35064.0,11028.0,16503.0,3437.0,936.0,19004.0,287.0,4261.0,0.0,15030.0,0.0,15030.0,0.0,18658.0,18658.0,0.0
2894,TIM,Y 12.10,272895.0,96751.0,4639.0,90166.0,113.0,553.0,1280.0,176144.0,42887.0,91082.0,21489.0,20429.0,257.0,0.0,272895.0,202756.0,21790.0,0.0,170827.0,10139.0,0.0,0.0,70139.0,1870.0,0.0,0.0,0.0,0.0,1870.0,68269.0,9387.0,1.0,-1742.0,4667.0,0.0,0.0,0.0,0.0,0.0,3360.0,4305.0,-17036.0,0.0,0.0,0.0,3465.0,-15418.0,20429.0,332317.0,0.0,0.0,0.0,10621.0,2176.0,2165.0,10632.0,2304.0,44.0,0.0,12892.0,0.0,12892.0,0.0,10139.0,10139.0,0.47
2895,TLX,Y 12.10,64920.0,26088.0,541.0,25032.0,217.0,0.0,298.0,38832.0,1860.0,16873.0,0.0,19438.0,661.0,0.0,64920.0,43883.0,3000.0,0.0,38639.0,2244.0,0.0,0.0,21037.0,2648.0,982.0,0.0,0.0,0.0,1666.0,18389.0,264.0,585.0,2955.0,3084.0,0.0,0.0,0.0,0.0,0.0,-2274.0,6088.0,1207.0,0.0,0.0,0.0,0.0,1888.0,19438.0,105836.0,91196.0,5188.0,7644.0,1808.0,936.0,215.0,2529.0,308.0,301.0,-7.0,2529.0,0.0,2529.0,0.0,2244.0,2244.0,0.75
2896,TOA,Y 12.10,212670.0,18918.0,355.0,15564.0,331.0,1596.0,1072.0,111390.0,74434.0,34776.0,0.0,2180.0,0.0,82362.0,212670.0,80908.0,6557.0,0.0,-751.0,75102.0,0.0,0.0,88886.0,11638.0,0.0,11394.0,0.0,0.0,244.0,77248.0,45759.0,0.0,5155.0,2513.0,0.0,0.0,0.0,0.0,0.0,-6124.0,1866.0,1259.0,0.0,0.0,0.0,12032.0,16693.0,2180.0,189136.0,126648.0,25104.0,9343.0,28041.0,695.0,94.0,28642.0,27.0,3389.0,238.0,25518.0,0.0,25518.0,-3616.0,17682.0,17682.0,0.0
2897,TPE,Y 12.10,23430284.0,18334912.0,346340.0,17524936.0,0.0,178216.0,285419.0,5090976.0,1032750.0,2347894.0,28193.0,1473981.0,208158.0,4397.0,23430284.0,14704825.0,15772945.0,0.0,474817.0,-1542937.0,0.0,507246.0,8218213.0,4063153.0,0.0,1143988.0,0.0,0.0,2919165.0,4155060.0,1980236.0,189712.0,2520345.0,1358778.0,0.0,0.0,0.0,0.0,0.0,-1508476.0,1519065.0,-512864.0,0.0,0.0,0.0,0.0,499005.0,1473981.0,15428879.0,13089128.0,231252.0,670308.0,1438191.0,105186.0,144118.0,1399259.0,92284.0,233993.0,0.0,1257550.0,0.0,1257550.0,0.0,991383.0,858656.0,0.49
2898,TRI,Y 12.10,358149.0,19386.0,998.0,17217.0,528.0,255.0,388.0,338763.0,285863.0,36461.0,0.0,14909.0,1530.0,0.0,358149.0,137247.0,25458.0,0.0,133511.0,-21722.0,0.0,0.0,220902.0,16547.0,15280.0,1250.0,0.0,0.0,17.0,204355.0,4339.0,44756.0,-16223.0,65.0,0.0,0.0,0.0,0.0,0.0,-413.0,187.0,21900.0,0.0,0.0,0.0,0.0,10528.0,14909.0,116652.0,104468.0,2204.0,0.0,9980.0,1140.0,1600.0,9520.0,326.0,9158.0,0.0,688.0,0.0,688.0,0.0,572.0,572.0,0.02
2899,TRK,Y 12.10,754365.0,214589.0,57548.0,98780.0,0.0,36609.0,21652.0,539776.0,109221.0,158598.0,32635.0,234309.0,5013.0,0.0,754365.0,404051.0,16011.0,0.0,348627.0,39413.0,0.0,141.0,350173.0,52004.0,0.0,28809.0,0.0,0.0,23195.0,298169.0,21474.0,304.0,51653.0,10683.0,0.0,0.0,0.0,0.0,0.0,-25543.0,9200.0,-5380.0,0.0,0.0,0.0,0.0,20730.0,234309.0,491163.0,421669.0,2410.0,24611.0,42473.0,3089.0,1453.0,44109.0,8790.0,11919.0,0.0,40980.0,0.0,40980.0,0.0,32604.0,32586.0,0.2
2900,TRN,Y 12.10,14921.0,7133.0,4.0,6472.0,0.0,85.0,572.0,7788.0,0.0,4973.0,0.0,2745.0,70.0,0.0,14921.0,6918.0,580.0,0.0,5192.0,1146.0,0.0,0.0,8003.0,2862.0,2609.0,0.0,0.0,0.0,253.0,5141.0,13.0,116.0,726.0,845.0,0.0,0.0,0.0,0.0,0.0,-549.0,555.0,2458.0,3430.0,0.0,0.0,0.0,2635.0,2745.0,22660.0,19875.0,0.0,1518.0,1267.0,116.0,30.0,1353.0,71.0,304.0,0.0,1120.0,0.0,1120.0,0.0,1146.0,1146.0,0.2
2901,TSG,Y 12.10,205190.0,79717.0,28505.0,41729.0,4533.0,0.0,4950.0,125473.0,4431.0,67285.0,1595.0,51589.0,573.0,0.0,205190.0,106334.0,11050.0,0.0,62968.0,32316.0,0.0,3160.0,95696.0,21576.0,0.0,18749.0,0.0,0.0,2827.0,74120.0,2593.0,80.0,19080.0,3108.0,0.0,0.0,0.0,0.0,0.0,-35015.0,33924.0,47620.0,54537.0,0.0,0.0,0.0,31685.0,51589.0,174336.0,145417.0,292.0,11962.0,16665.0,2322.0,1012.0,17975.0,3303.0,1909.0,0.0,19369.0,0.0,19369.0,0.0,15641.0,14360.0,1.3
2902,U2K,Y 12.10,25296.0,13899.0,7191.0,6005.0,0.0,603.0,100.0,11397.0,1216.0,6825.0,0.0,3067.0,289.0,0.0,25296.0,16230.0,2735.0,0.0,13958.0,-463.0,0.0,-50.0,9116.0,1858.0,0.0,989.0,0.0,0.0,869.0,7258.0,270.0,1531.0,1035.0,1213.0,0.0,0.0,0.0,0.0,0.0,-489.0,500.0,-1199.0,48.0,0.0,0.0,495.0,-653.0,3067.0,21223.0,15767.0,1085.0,4581.0,-210.0,1090.0,1409.0,-529.0,659.0,219.0,0.0,-89.0,0.0,-89.0,0.0,96.0,91.0,0.03
2903,ULM,Y 12.10,511769.0,423450.0,501.0,416873.0,0.0,1732.0,4344.0,88319.0,5790.0,76317.0,178.0,6034.0,0.0,0.0,511769.0,268154.0,10511.0,0.0,110548.0,147095.0,0.0,0.0,243615.0,144611.0,0.0,140876.0,0.0,0.0,3735.0,99004.0,39.0,0.0,110220.0,76871.0,0.0,0.0,0.0,0.0,0.0,-81946.0,82741.0,-45729.0,0.0,0.0,0.0,0.0,-17455.0,6034.0,215351.0,168216.0,6576.0,10675.0,29884.0,0.0,2555.0,27329.0,853.0,14095.0,-627.0,13460.0,0.0,13460.0,0.0,10231.0,10231.0,1.95
2904,UNI,Y 12.10,375838.0,91274.0,10244.0,60598.0,2365.0,0.0,18067.0,284559.0,99217.0,137900.0,0.0,28123.0,19319.0,5.0,375838.0,139877.0,3393.0,0.0,114461.0,22023.0,0.0,535.0,235426.0,61351.0,0.0,32448.0,0.0,0.0,28903.0,174075.0,59173.0,5060.0,25044.0,5945.0,0.0,0.0,0.0,0.0,0.0,-6341.0,17785.0,-8599.0,0.0,0.0,0.0,3378.0,10104.0,28123.0,657861.0,604316.0,3289.0,20085.0,30171.0,4281.0,4695.0,29757.0,3579.0,3896.0,0.0,29440.0,0.0,29440.0,0.0,22685.0,22707.0,0.67
2905,URS,Y 12.10,138616.0,75491.0,3420.0,70239.0,0.0,0.0,1832.0,63062.0,38302.0,21795.0,0.0,2965.0,0.0,63.0,138616.0,62410.0,22180.0,0.0,16964.0,23266.0,0.0,3938.0,72268.0,19036.0,0.0,10769.0,0.0,0.0,8267.0,53232.0,1301.0,0.0,-6345.0,5376.0,0.0,0.0,0.0,0.0,0.0,-7209.0,3836.0,12014.0,0.0,0.0,0.0,0.0,-1540.0,2965.0,122834.0,106094.0,9586.0,13153.0,-5999.0,7136.0,1140.0,-3.0,1674.0,1992.0,-42.0,-363.0,0.0,-363.0,0.0,-1148.0,-1261.0,-0.0569
